Ensembl Gene ID	Associated Gene Name	SGD Gene	UniProt/SwissProt Accession
YHR121W	LSM12	S000001163	P38828
YEL017W	GTT3	S000000743	P39996
YDL067C	COX9	S000002225	P07255
YKL180W	RPL17A	S000001663	P05740
YGR037C	ACB1	S000003269	P31787
YML123C	PHO84	S000004592	P25297
YDR280W	RRP45	S000002688	Q05636
YBR191W	RPL21A	S000000395	Q02753
YGL083W	SCY1	S000003051	P53009
YML133W-B		S000028690	P0CL34
YML133W-B		S000028690	P0CL35
YML133W-B		S000028690	P0CL36
YMR229C	RRP5	S000004842	Q05022
YAL068C	PAU8	S000002142	P0CE93
YAL068C	PAU8	S000002142	P0CE92
YAL068C	PAU8	S000002142	Q3E770
YAL060W	BDH1	S000000056	P39714
YCL036W	GFD2	S000000541	P25370
YIL156W	UBP7	S000001418	P40453
YPL046C	ELC1	S000005967	Q03071
YDL206W		S000002365	Q12424
YCR019W	MAK32	S000000612	P23060
YGR025W		S000003257	P53216
YIL072W	HOP1	S000001334	P20050
Q0060	AI3	S000007263	P03877
YDL122W	UBP1	S000002280	P25037
YPL136W		S000006057	O13519
YBR218C	PYC2	S000000422	P32327
YJL207C	LAA1	S000003743	P39526
YBL069W	AST1	S000000165	P35183
YBL069W	AST1	S000000165	P0C5L1
YOR361C	PRT1	S000005888	P06103
YGR050C		S000003282	P53231
YKR029C	SET3	S000001737	P36124
YML031W	NDC1	S000004493	P32500
YNR014W		S000005297	P53719
YBL035C	POL12	S000000131	P38121
YBR166C	TYR1	S000000370	P20049
YHR087W	RTC3	S000001129	P38804
YDR151C	CTH1	S000002558	P47976
YGL026C	TRP5	S000002994	P00931
YDR271C		S000002679	P87282
YDR433W		S000002841	P87269
YER047C	SAP1	S000000849	P39955
YEL050C	RML2	S000000776	P32611
YKL136W		S000001619	P36065
YGL036W		S000003004	P53185
YIL093C	RSM25	S000001355	P40496
YDL087C	LUC7	S000002245	Q07508
YPL135W	ISU1	S000006056	Q03020
YOR326W	MYO2	S000005853	P19524
YNL195C		S000005139	P40168
YBR143C	SUP45	S000000347	P12385
YDR374W-A	WIP1	S000113553	Q2V2P8
YNR068C		S000005351	P53754
YJR064W	CCT5	S000003825	P40413
YPL074W	YTA6	S000005995	P40328
YLR426W	TDA5	S000004418	Q06417
YGR035W-A		S000028827	Q45U48
YOR276W	CAF20	S000005802	P12962
YCL058C	FYV5	S000000563	P25585
YGR261C	APL6	S000003493	P46682
YBL102W	SFT2	S000000198	P38166
YGR049W	SCM4	S000003281	P32564
YLR335W	NUP2	S000004327	P32499
YGL053W	PRM8	S000003021	P53174
YHR156C	LIN1	S000001199	P38852
YIR012W	SQT1	S000001451	P35184
YDR129C	SAC6	S000002536	P32599
YLL026W	HSP104	S000003949	P31539
YLR056W	ERG3	S000004046	P32353
YMR283C	RIT1	S000004896	P23796
YML133C		S000004602	Q99208
YML133C		S000004602	Q07888
YML133C		S000004602	Q03099
YER083C	GET2	S000000885	P40056
YGL132W		S000003100	P53126
YLR110C	CCW12	S000004100	Q12127
YGR099W	TEL2	S000003331	P53038
YBR137W		S000000341	P38276
YJR062C	NTA1	S000003823	P40354
YNL094W	APP1	S000005038	P53933
YNL281W	HCH1	S000005225	P53834
YHR022C		S000001064	P38763
YAR033W	MST28	S000000079	P39552
YDR320W-B		S000028821	P0C5M0
YFL020C	PAU5	S000001874	P43575
YFL020C	PAU5	S000001874	P39545
YCL001W-A		S000007221	P87012
YHR001W-A	QCR10	S000003529	P37299
YGR010W	NMA2	S000003242	P53204
YDL098C	SNU23	S000002256	Q12368
YMR150C	IMP1	S000004758	P28627
YLR282C		S000004272	O13542
YGL024W		S000002992	P53190
YBR057C	MUM2	S000000261	P38236
YOR153W	PDR5	S000005679	P33302
YPL032C	SVL3	S000005953	Q03088
YLR034C	SMF3	S000004024	Q12078
YGR157W	CHO2	S000003389	P05374
YOR277C		S000005803	Q08736
YCL047C	POF1	S000000552	P25576
YBR284W		S000000488	P38150
YBL027W	RPL19B	S000000123	P0CX82
YBL027W	RPL19B	S000000123	P0CX83
YMR018W		S000004620	Q04364
YNL213C	RRG9	S000005157	P40156
YGR238C	KEL2	S000003470	P50090
YGR125W		S000003357	P53273
YML100W-A		S000028688	Q8TGT0
YKL130C	SHE2	S000001613	P36068
YDR536W	STL1	S000002944	P39932
YNR058W	BIO3	S000005341	P50277
YML103C	NUP188	S000004571	P52593
YIL051C	MMF1	S000001313	P40185
YOR104W	PIN2	S000005630	Q12057
YOR305W	RRG7	S000005832	Q08774
YDR183C-A		S000028540	P0C5M3
YLR059C	REX2	S000004049	P54964
YPL129W	TAF14	S000006050	P35189
YNL337W		S000005281	P53821
YER079W		S000000881	P40052
YKR063C	LAS1	S000001771	P36146
YMR230W-A		S000028576	Q3E7B5
YLL009C	COX17	S000003932	Q12287
YFL057C	AAD16	S000001837	P43546
YPR003C		S000006207	P53394
YAL045C		S000000043	P39725
YGL064C	MRH4	S000003032	P53166
YDR107C	TMN2	S000002514	Q04562
YJR059W	PTK2	S000003820	P47116
YDR461C-A		S000087209	Q2V2P7
YML117W	NAB6	S000004585	Q03735
YOR095C	RKI1	S000005621	Q12189
YIL082W		S000001344	Q99219
YLR158C	ASP3-3	S000004148	P0CZ17
YLR158C	ASP3-3	S000004148	P0CX77
YLR158C	ASP3-3	S000004148	P0CX78
YLR158C	ASP3-3	S000004148	P0CX79
YMR116C	ASC1	S000004722	P38011
YKL091C		S000001574	P33324
YKL096W	CWP1	S000001579	P28319
YFL063W		S000001831	P43541
YJL219W	HXT9	S000003755	P40885
YKR106W	GEX2	S000001814	P36173
YCL054W	SPB1	S000000559	P25582
YDR412W	RRP17	S000002820	Q04031
YDR110W	FOB1	S000002517	O13329
YMR020W	FMS1	S000004622	P50264
YPR082C	DIB1	S000006286	Q06819
YJL193W		S000003729	P39542
YAL063C-A		S000028813	Q3E791
YOR047C	STD1	S000005573	Q02794
YDR210C-D		S000007410	Q99231
YDR123C	INO2	S000002530	P26798
YBR149W	ARA1	S000000353	P38115
YBR196C-B		S000028816	Q3E778
YDL225W	SHS1	S000002384	Q07657
YNR003C	RPC34	S000005286	P32910
YOR150W	MRPL23	S000005676	Q12487
YGR030C	POP6	S000003262	P53218
YNL112W	DBP2	S000005056	P24783
YNL261W	ORC5	S000005205	P50874
YDR389W	SAC7	S000002797	P17121
YDR226W	ADK1	S000002634	P07170
YBR172C	SMY2	S000000376	P32909
YPR153W		S000006357	Q06537
YHR050W-A		S000028832	Q05451
YML003W		S000004462	P0CF16
YJL080C	SCP160	S000003616	P06105
YIL144W	NDC80	S000001406	P40460
YLR399W-A		S000028682	Q8TGM1
YOR089C	VPS21	S000005615	P36017
YJR022W	LSM8	S000003783	P47093
YPR034W	ARP7	S000006238	Q12406
YIL126W	STH1	S000001388	P32597
YIL148W	RPL40A	S000001410	P0CH08
YIL148W	RPL40A	S000001410	P0CH09
YER076W-A		S000028750	
YDR477W	SNF1	S000002885	P06782
YKL061W	BLI1	S000001544	P35727
YMR316C-B		S000004934	
YPL194W	DDC1	S000006115	Q08949
YDL026W		S000002184	Q12147
YOR219C	STE13	S000005745	P33894
YGR122C-A		S000007240	P0C5N2
YBR164C	ARL1	S000000368	P38116
YCR102C		S000000699	P25608
YMR060C	SAM37	S000004664	P50110
YIL076W	SEC28	S000001338	P40509
YBR217W	ATG12	S000000421	P38316
YIR014W		S000001453	P40570
YMR245W		S000004859	Q04019
YBR109W-A		S000028737	P90471
YOR178C	GAC1	S000005704	P28006
YPL068C		S000005989	Q02749
YGR117C		S000003349	P53270
YKR080W	MTD1	S000001788	Q02046
YHR137C-A		S000028649	Q8TGN6
YDR014W	RAD61	S000002421	Q99359
YOR314W		S000005841	Q12506
YGR275W	RTT102	S000003507	P53330
YGR212W	SLI1	S000003444	P53304
YNL210W	MER1	S000005154	P16523
YGL233W	SEC15	S000003202	P22224
YJR115W		S000003876	P47152
YLR457C	NBP1	S000004449	P52919
YBR030W	RKM3	S000000234	P38222
YPL225W		S000006146	Q08971
YJR036C	HUL4	S000003797	P40985
YDR138W	HPR1	S000002545	P17629
YMR195W	ICY1	S000004808	Q04329
YGR004W	PEX31	S000003236	P53203
YFL008W	SMC1	S000001886	P32908
YDR054C	CDC34	S000002461	P14682
YDL119C		S000002277	Q07534
YLR465C	BSC3	S000004457	O13558
YPR134W	MSS18	S000006338	P08593
YIL046W-A		S000028836	Q3E7Z4
YER188W		S000000990	P40103
YMR301C	ATM1	S000004916	P40416
YNL179C		S000005123	P53880
YPR116W	RRG8	S000006320	Q06109
YNL253W	TEX1	S000005197	P53851
YDR278C		S000002686	Q05612
YDR199W		S000002607	
YOL103W	ITR2	S000005463	P30606
YLR386W	VAC14	S000004378	Q06708
YNL143C		S000005087	P53908
YFR045W		S000001941	P43617
YER181C		S000000983	P40097
YBR037C	SCO1	S000000241	P23833
YPR145W	ASN1	S000006349	P49089
YMR123W	PKR1	S000004730	Q03880
YNR024W	MPP6	S000005307	P53725
YER133W	GLC7	S000000935	P32598
YNL019C		S000004964	P53975
YOR396W	YRF1-8	S000007526	P0CX20
YOR396W	YRF1-8	S000007526	P0CX21
YOR396W	YRF1-8	S000007526	P0CX22
YKR079C	TRZ1	S000001787	P36159
YOR303W	CPA1	S000005829	P07258
YLL004W	ORC3	S000003927	P54790
YLR221C	RSA3	S000004211	Q05942
YNL152W	INN1	S000005096	P53901
YPL033C	SRL4	S000005954	Q03085
YCR098C	GIT1	S000000695	P25346
YJR140C	HIR3	S000003901	P47171
YJL111W	CCT7	S000003647	P42943
YNL244C	SUI1	S000005188	P32911
YNL135C	FPR1	S000005079	P20081
YHL015W	RPS20	S000001007	P38701
YIL154C	IMP2'	S000001416	P32351
YGR236C	SPG1	S000003468	P50088
YJL084C	ALY2	S000003620	P47029
YDL085W	NDE2	S000002243	Q07500
YAR028W		S000000076	P39548
YML115C	VAN1	S000004583	P23642
YJL150W		S000003686	P47004
YBR278W	DPB3	S000000482	P27344
YDR236C	FMN1	S000002644	Q03778
YPR184W	GDB1	S000006388	Q06625
YDR371C-A		S000028822	P0C5M1
YOR018W	ROD1	S000005544	Q02805
YDL191W	RPL35A	S000002350	P0CX84
YDL191W	RPL35A	S000002350	P0CX85
YDR481C	PHO8	S000002889	P11491
YPR145C-A		S000113589	Q2V2P0
YOR349W	CIN1	S000005876	P40987
YNL150W		S000005094	P53902
YBR144C		S000000348	P34215
YLR433C	CNA1	S000004425	P23287
YCR018C	SRD1	S000000611	P09007
YJL002C	OST1	S000003539	P41543
YFR037C	RSC8	S000001933	P43609
YLR264W	RPS28B	S000004254	P0C0X0
YLR353W	BUD8	S000004345	P41698
YHL016C	DUR3	S000001008	P33413
YLR135W	SLX4	S000004125	Q12098
YOL088C	MPD2	S000005448	Q99316
YPL086C	ELP3	S000006007	Q02908
YHL044W		S000001036	P38727
YOR209C	NPT1	S000005735	P39683
YBR027C		S000000231	P38220
YBR023C	CHS3	S000000227	P29465
YDR142C	PEX7	S000002549	P39108
YIR025W	MND2	S000001464	P40577
YER066C-A		S000002959	P87263
YDR036C	EHD3	S000002443	P28817
YBR300C		S000000504	P38362
YOR394C-A		S000028718	Q8TGJ0
YJR106W	ECM27	S000003867	P47144
YKL135C	APL2	S000001618	P36000
YMR223W	UBP8	S000004836	P50102
YML009C-A		S000004469	
YKL120W	OAC1	S000001603	P32332
YBL071C-B		S000028597	Q8TGU8
YDL040C	NAT1	S000002198	P12945
YMR142C	RPL13B	S000004750	P40212
YKL089W	MIF2	S000001572	P35201
YLR239C	LIP2	S000004229	Q06005
YMR158W-B		S000004768	Q6B0X2
YPL019C	VTC3	S000005940	Q02725
YHR050W	SMF2	S000001092	P38778
YLR102C	APC9	S000004092	Q12107
YPL085W	SEC16	S000006006	P48415
YJL071W	ARG2	S000003607	P40360
YJR010W	MET3	S000003771	P08536
YJL130C	URA2	S000003666	P07259
YCR021C	HSP30	S000000615	P25619
YPR204C-A		S000028727	P0CX95
YPR204C-A		S000028727	P0CX94
YPR204C-A		S000028727	P0CX96
YPR204C-A		S000028727	P0CX98
YPR204C-A		S000028727	P0CX97
YHR063C	PAN5	S000001105	P38787
YBR038W	CHS2	S000000242	P14180
YBR277C		S000000481	P38350
YGL049C	TIF4632	S000003017	P39936
YOL063C	CRT10	S000005424	Q08226
YHR009C	TDA3	S000001051	P38758
YGR172C	YIP1	S000003404	P53039
YLR279W		S000004269	O13540
YGR111W		S000003343	P53265
YLR461W	PAU4	S000004453	P53427
YOR039W	CKB2	S000005565	P38930
YPR053C		S000006257	Q6Q5F3
YMR101C	SRT1	S000004707	Q03175
YPL087W	YDC1	S000006008	Q02896
YKR105C	VBA5	S000001813	P36172
YDR135C	YCF1	S000002542	P39109
YNL001W	DOM34	S000004946	P33309
YKL015W	PUT3	S000001498	P25502
YGR094W	VAS1	S000003326	P07806
YOL146W	PSF3	S000005506	Q12146
YDL218W		S000002377	Q07629
YNL098C	RAS2	S000005042	P01120
YNL032W	SIW14	S000004977	P53965
YHR184W	SSP1	S000001227	P38871
YLR332W	MID2	S000004324	P36027
YGR081C	SLX9	S000003313	P53251
YCL005W-A	VMA9	S000028508	Q3E7B6
YOL156W	HXT11	S000005516	P54862
YOL156W	HXT11	S000005516	P40441
YHR168W	MTG2	S000001211	P38860
YBR058C-A	TSC3	S000007521	Q3E790
YOR183W	FYV12	S000005709	Q08559
YHR062C	RPP1	S000001104	P38786
YGR248W	SOL4	S000003480	P53315
YKL034W	TUL1	S000001517	P36096
YMR138W	CIN4	S000004746	P39110
YOL058W	ARG1	S000005419	P22768
YJL110C	GZF3	S000003646	P42944
YHL007C	STE20	S000000999	Q03497
YPL022W	RAD1	S000005943	P06777
YHR208W	BAT1	S000001251	P38891
YAR042W	SWH1	S000000081	P35845
YFL012W-A		S000002964	Q03186
YKR013W	PRY2	S000001721	P36110
YJL074C	SMC3	S000003610	P47037
YIR009W	MSL1	S000001448	P40567
YLR384C	IKI3	S000004376	Q06706
YOR127W	RGA1	S000005653	P39083
YPR188C	MLC2	S000006392	Q06580
YKR064W	OAF3	S000001772	P36023
YGL018C	JAC1	S000002986	P53193
YJL198W	PHO90	S000003734	P39535
YMR261C	TPS3	S000004874	P38426
YPL013C	MRPS16	S000005934	Q02608
YER001W	MNN1	S000000803	P39106
YOR179C	SYC1	S000005705	Q08553
YBR134W		S000000338	P38275
YGR116W	SPT6	S000003348	P23615
YBR126W-A		S000028600	Q8TGU7
YHR213W		S000001256	P0CI66
YHR213W		S000001256	P0CI67
YGL234W	ADE5,7	S000003203	P07244
YPL030W	TRM44	S000005951	Q02648
YGR002C	SWC4	S000003234	P53201
YER164W	CHD1	S000000966	P32657
YPR108W	RPN7	S000006312	Q06103
YDR385W	EFT2	S000002793	P32324
YDR480W	DIG2	S000002888	Q03373
YBR109C	CMD1	S000000313	P06787
YMR271C	URA10	S000004884	P30402
YOR306C	MCH5	S000005833	Q08777
YGR112W	SHY1	S000003344	P53266
YBL089W	AVT5	S000000185	P38176
YLL012W	YEH1	S000003935	Q07804
YLR213C	CRR1	S000004203	Q05790
YMR013C-A		S000028847	P0C5Q3
YHR082C	KSP1	S000001124	P38691
YLR013W	GAT3	S000004003	Q07928
YDR439W	LRS4	S000002847	Q04087
YDR381W	YRA1	S000002789	Q12159
YDR349C	YPS7	S000002757	Q06325
YLL028W	TPO1	S000003951	Q07824
YJR010C-A	SPC1	S000003770	P46965
YLR408C	BLS1	S000004400	Q06071
YPL121C	MEI5	S000006042	P32489
YDR290W		S000002698	P87280
YNL323W	LEM3	S000005267	P42838
YGR254W	ENO1	S000003486	P00924
YPR067W	ISA2	S000006271	Q12425
YIL145C	PAN6	S000001407	P40459
YBL112C		S000002152	Q3E7Y4
YMR209C		S000004822	Q03648
YPR102C	RPL11A	S000006306	P0C0W9
YLR168C	UPS2	S000004158	P35200
YPL123C	RNY1	S000006044	Q02933
YOR172W	YRM1	S000005698	Q12340
YJL149W	DAS1	S000003685	P47005
YGR159C	NSR1	S000003391	P27476
YNL331C	AAD14	S000005275	P42884
YML058W-A	HUG1	S000007472	Q6Q5K6
YOL160W		S000005520	Q08321
YKR075C		S000001783	P36155
YDR066C	RTR2	S000002473	Q12378
YDR325W	YCG1	S000002733	Q06680
YHR006W	STP2	S000001048	P38704
YNL203C		S000005147	P40163
YGL040C	HEM2	S000003008	P05373
YOR259C	RPT4	S000005785	P53549
YBL041W	PRE7	S000000137	P23724
YDL085C-A		S000007588	Q3E7B7
YER084W		S000000886	P40057
YPL192C	PRM3	S000006113	Q08931
YGL030W	RPL30	S000002998	P14120
YNL009W	IDP3	S000004954	P53982
YBR108W	AIM3	S000000312	P38266
YNL070W	TOM7	S000005014	P53507
YJR139C	HOM6	S000003900	P31116
YAR010C		S000000068	P0CX57
YAR010C		S000000068	P0CX58
YDL092W	SRP14	S000002250	P38985
YJL044C	GYP6	S000003580	P32806
YIR016W		S000001455	P40572
YLR404W	FLD1	S000004396	Q06058
YOR096W	RPS7A	S000005622	P26786
YCL058W-A	ADF1	S000028518	Q2V2Q1
YML062C	MFT1	S000004527	P33441
YNL206C	RTT106	S000005150	P40161
YBR029C	CDS1	S000000233	P38221
YJL101C	GSH1	S000003637	P32477
YKL047W	ANR2	S000001530	P36090
YDR375C	BCS1	S000002783	P32839
YLR375W	STP3	S000004367	Q05937
YPL183W-A	RTC6	S000007224	O14464
YIL153W	RRD1	S000001415	P40454
YLR252W		S000004242	O13573
YGR098C	ESP1	S000003330	Q03018
YER159C-A		S000007403	P0CX65
YER159C-A		S000007403	P0CX66
YER159C-A		S000007403	P0CX67
YER159C-A		S000007403	P0CX68
YER159C-A		S000007403	P0CX69
YER010C		S000000812	P40011
YJL197W	UBP12	S000003733	P39538
YHR149C	SKG6	S000001192	P32900
YDR146C	SWI5	S000002553	P08153
YDL212W	SHR3	S000002371	Q02774
YER025W	GCD11	S000000827	P32481
YJR037W		S000003798	P47105
YJL068C		S000003604	P40363
YBR046C	ZTA1	S000000250	P38230
YAL016C-B		S000028528	P0C1V3
YCR024C-A	PMP1	S000000619	P32903
YGL011C	SCL1	S000002979	P21243
YGL238W	CSE1	S000003207	P33307
YBR111W-A	SUS1	S000028510	Q6WNK7
YLR463C		S000004455	O13557
YLL047W		S000003970	Q07881
YBR052C	RFS1	S000000256	P38234
YCL069W	VBA3	S000000574	P25594
YPR085C	ASA1	S000006289	Q06822
YBR089W		S000000293	P38252
YPR167C	MET16	S000006371	P18408
YER048C	CAJ1	S000000850	P39101
YKL154W	SRP102	S000001637	P36057
YHR169W	DBP8	S000001212	P38719
YGR247W	CPD1	S000003479	P53314
YER037W	PHM8	S000000839	P40025
YLR321C	SFH1	S000004313	Q06168
YFL034W		S000001860	P43564
YMR063W	RIM9	S000004667	Q04734
YIL125W	KGD1	S000001387	P20967
YIR023C-A		S000028801	
YIL032C		S000001294	P40536
YOR270C	VPH1	S000005796	P32563
YNL184C		S000005128	P53876
YLR304C	ACO1	S000004295	P19414
YHR145C		S000001188	O13537
YGL017W	ATE1	S000002985	P16639
YDR133C		S000002540	Q03904
YBR200W	BEM1	S000000404	P29366
YOR087W	YVC1	S000005613	Q12324
YFR053C	HXK1	S000001949	P04806
YOR212W	STE4	S000005738	P18851
YIL098C	FMC1	S000001360	P40491
YNL110C	NOP15	S000005054	P53927
YML128C	MSC1	S000004597	Q03104
YOR001W	RRP6	S000005527	Q12149
YER129W	SAK1	S000000931	P38990
YBL001C	ECM15	S000000097	P35195
YOR304C-A	BIL1	S000005830	O14468
YDR373W	FRQ1	S000002781	Q06389
YOR057W	SGT1	S000005583	Q08446
YGR091W	PRP31	S000003323	P49704
YLR087C	CSF1	S000004077	Q12150
YAL012W	CYS3	S000000010	P31373
YDR351W	SBE2	S000002759	P42223
YOL002C	IZH2	S000005362	Q12442
YGL244W	RTF1	S000003213	P53064
YCL035C	GRX1	S000000540	P25373
YKL146W	AVT3	S000001629	P36062
YHL008C		S000001000	P38750
YGR005C	TFG2	S000003237	P41896
YPR152C	URN1	S000006356	Q06525
YNL235C		S000005179	P53856
YNL066W	SUN4	S000005010	P53616
YJL107C		S000003643	P42947
YOL092W	YPQ1	S000005452	Q12010
YNL336W	COS1	S000005280	P53822
YKL206C	ADD66	S000001689	P36040
YGL014C-A		S000028825	P0C5N1
YMR115W	MGR3	S000004721	Q04472
YOR156C	NFI1	S000005682	Q12216
YLR381W	CTF3	S000004373	Q12748
YOL003C	PFA4	S000005363	Q12006
YJR162C		S000003923	P47188
YEL005C	VAB2	S000000731	P40003
YCL048W-A		S000087203	Q2V2Q2
YIR017C	MET28	S000001456	P40573
YBL028C		S000000124	P38202
YGR184C	UBR1	S000003416	P19812
YKL039W	PTM1	S000001522	P32857
YGL028C	SCW11	S000002996	P53189
YMR127C	SAS2	S000004734	P40963
YLR418C	CDC73	S000004410	Q06697
YDR247W	VHS1	S000002655	Q03785
YBL029C-A		S000007591	Q3E756
YMR205C	PFK2	S000004818	P16862
YKR008W	RSC4	S000001716	Q02206
YJL118W		S000003654	P47022
YFR043C	IRC6	S000001939	P43615
YIL029C		S000001291	P40538
YDR265W	PEX10	S000002673	Q05568
YOR255W	OSW1	S000005781	Q08692
YNL131W	TOM22	S000005075	P49334
YER101C	AST2	S000000903	P39945
YNL312W	RFA2	S000005256	P26754
YDR365W-A		S000007400	P0CX70
YDR365W-A		S000007400	P0CX71
YDR365W-A		S000007400	P0CX72
YDR365W-A		S000007400	P0CX73
YJL172W	CPS1	S000003708	P27614
YMR215W	GAS3	S000004828	Q03655
YHL031C	GOS1	S000001023	P38736
YER159C	BUR6	S000000961	P40096
YEL047C	FRD1	S000000773	P32614
YHR118C	ORC6	S000001160	P38826
YKL016C	ATP7	S000001499	P30902
YOR160W	MTR10	S000005686	Q99189
YHL045W		S000001037	P38726
YPR056W	TFB4	S000006260	Q12004
YBR201W	DER1	S000000405	P38307
YER144C	UBP5	S000000946	P39944
YOR185C	GSP2	S000005711	P32836
YBR264C	YPT10	S000000468	P38146
YFL015C		S000001879	P43578
YDR239C		S000002647	Q03780
YML016C	PPZ1	S000004478	P26570
YDL180W		S000002339	Q12301
Q0092		S000007269	Q35811
YEL058W	PCM1	S000000784	P38628
YLR172C	DPH5	S000004162	P32469
YBR024W	SCO2	S000000228	P38072
YOR023C	AHC1	S000005549	Q12433
YJL168C	SET2	S000003704	P46995
Q0120	BI4	S000007273	P03879
YJL121C	RPE1	S000003657	P46969
YPL212C	PUS1	S000006133	Q12211
YJL036W	SNX4	S000003573	P47057
YGL114W		S000003082	P53134
YOL077C	BRX1	S000005437	Q08235
YJL201W	ECM25	S000003737	P32525
YBL100W-B		S000002149	Q12491
YDR528W	HLR1	S000002936	Q04429
YPL141C	FRK1	S000006062	Q03002
YER138C		S000000940	Q03612
YHR213W-A		S000028651	Q8TGT4
YPR001W	CIT3	S000006205	P43635
YBR135W	CKS1	S000000339	P20486
YNL262W	POL2	S000005206	P21951
YNL317W	PFS2	S000005261	P42841
YLL033W	IRC19	S000003956	Q07843
YHL049C		S000001041	P38722
YML034C-A		S000004499	
YPR104C	FHL1	S000006308	P39521
YKL220C	FRE2	S000001703	P36033
YOR069W	VPS5	S000005595	Q92331
YPL244C	HUT1	S000006165	Q12520
YGL164C	YRB30	S000003132	P53107
YGL231C	EMC4	S000003200	P53073
YER090W	TRP2	S000000892	P00899
YBL046W	PSY4	S000000142	P38193
YLR026C	SED5	S000004016	Q01590
YPR049C	ATG11	S000006253	Q12527
YIR018W	YAP5	S000001457	P40574
YAR027W	UIP3	S000000075	P39547
YDL200C	MGT1	S000002359	P26188
YIL114C	POR2	S000001376	P40478
YGR026W		S000003258	P53217
YFL027C	GYP8	S000001867	P43570
YLR380W	CSR1	S000004372	Q06705
YGR169C-A	LSO2	S000028521	Q3E772
YKL184W	SPE1	S000001667	P08432
YHR036W	BRL1	S000001078	P38770
YNL153C	GIM3	S000005097	P53900
YGR079W		S000003311	P53249
YIL164C	NIT1	S000001426	P40447
YML009C	MRPL39	S000004468	P36533
YDL133W	SRF1	S000002291	Q12516
YOL073C	DSC2	S000005434	Q08232
YMR250W	GAD1	S000004862	Q04792
YBR098W	MMS4	S000000302	P38257
YDR444W		S000002852	Q04093
YHR005C	GPA1	S000001047	P08539
YDR507C	GIN4	S000002915	Q12263
YPR094W	RDS3	S000006298	Q06835
YMR303C	ADH2	S000004918	P00331
YBR237W	PRP5	S000000441	P21372
YER018C	SPC25	S000000820	P40014
YDL130W	RPP1B	S000002288	P10622
YDL011C		S000002169	Q12023
YNL138W-A	YSF3	S000028509	P0C074
YHR161C	YAP1801	S000001204	P38856
YDR116C	MRPL1	S000002523	Q04599
YKL027W	TCD2	S000001510	P36101
YDR242W	AMD2	S000002650	P22580
YOL145C	CTR9	S000005505	P89105
YLR281C		S000004271	Q05863
YOR290C	SNF2	S000005816	P22082
YKR065C	PAM17	S000001773	P36147
YJR031C	GEA1	S000003792	P47102
YBR139W		S000000343	P38109
YPL241C	CIN2	S000006162	P46670
YER023W	PRO3	S000000825	P32263
YPL100W	ATG21	S000006021	Q02887
YPL146C	NOP53	S000006067	Q12080
YLR439W	MRPL4	S000004431	P36517
YCL055W	KAR4	S000000560	P25583
YML024W	RPS17A	S000004486	P02407
YGR039W		S000003271	P53225
YKR027W	BCH2	S000001735	P36122
YNL177C	MRPL22	S000005121	P53881
YBR138C		S000000342	P38277
YJL055W		S000003591	P47044
YJL136C	RPS21B	S000003672	Q3E754
YDR057W	YOS9	S000002464	Q99220
YAR075W		S000002145	O42831
YMR140W	SIP5	S000004748	P40210
YLR035C	MLH2	S000004025	Q07980
YLR092W	SUL2	S000004082	Q12325
YKR025W	RPC37	S000001733	P36121
YFL054C		S000001840	P43549
YBR016W		S000000220	P38216
YBR031W	RPL4A	S000000235	P10664
YHR142W	CHS7	S000001184	P38843
YBR225W		S000000429	P38321
YNL035C		S000004980	P53962
YLL038C	ENT4	S000003961	Q07872
YLR146W-A		S000113566	Q2V2P1
YJL220W		S000003756	P40891
YPR158C-D		S000007362	P0C2J1
YKL020C	SPT23	S000001503	P35210
YPL164C	MLH3	S000006085	Q12083
YER094C	PUP3	S000000896	P25451
YNL097C	PHO23	S000005041	P50947
YJR101W	RSM26	S000003862	P47141
YLR265C	NEJ1	S000004255	Q06148
YOR161W-B		S000028714	Q8TGL4
YDR447C	RPS17B	S000002855	P14127
YIL136W	OM45	S000001398	P16547
YIL016W	SNL1	S000001278	P40548
YML127W	RSC9	S000004596	Q03124
YOL143C	RIB4	S000005503	P50861
YOR052C	TMC1	S000005578	Q08422
YGR029W	ERV1	S000003261	P27882
YPL278C		S000006199	Q08990
YOL052C-A	DDR2	S000005413	P89113
YOR078W	BUD21	S000005604	Q08492
YGR166W	TRS65	S000003398	P32893
YMR302C	YME2	S000004917	P32843
YPR040W	TIP41	S000006244	Q12199
YNL221C	POP1	S000005165	P41812
YGL128C	CWC23	S000003096	P52868
YCR092C	MSH3	S000000688	P25336
YKL072W	STB6	S000001555	P36085
YEL020C-B		S000028544	P0C5M6
YHR052W	CIC1	S000001094	P38779
YMR182C	RGM1	S000004794	Q00453
YLR285W	NNT1	S000004275	Q05874
YJR098C		S000003859	P47139
YDR438W	THI74	S000002846	Q04083
YMR004W	MVP1	S000004606	P40959
YPL098C	MGR2	S000006019	Q02889
YER017C	AFG3	S000000819	P39925
YLR113W	HOG1	S000004103	P32485
YIL149C	MLP2	S000001411	P40457
YIL157C	COA1	S000001419	P40452
YNL227C	JJJ1	S000005171	P53863
YBR141W-A		S000028602	Q8TGQ4
YKL097C		S000001580	P34245
YPR151C	SUE1	S000006355	Q06524
YOL006C	TOP1	S000005366	P04786
YHR044C	DOG1	S000001086	P38774
YFL024C	EPL1	S000001870	P43572
YDR180W	SCC2	S000002588	Q04002
